especie,nome-2,formaFarmaceutica,unidade,apresentacao,controlado,classificacao,via,motivo_conflito,precisa_revisao,motivos_revisao,validacao,diferenca_justificada
Bovino,Fembendazol - Provermin Plus,Pó,g,Sachê de 20 g,False,Endoparasiticida,Oral,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Pó"" x Bovino=""Suspensão Oral"") | CROSS_ESPECIE(apresentacao: Equino=""Sachê de 20 g"" x Bovino=""Frasco"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Fembendazol - Provermin Pó,Pó,g,Sachê de 20 g,False,Endoparasiticida,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Sachê de 20 g"" x Bovino=""Saco"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Fembendazol - Provermin Pó,Pó,g,Sachê de 20 g,False,Endoparasiticida,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Sachê de 20 g"" x Bovino=""Saco"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Fenilbutazona - Equipalazone Injetável,Solução Injetável,mL,Frasco-ampola de 100 mL,False,Anti-inflamatório Não Esteroidal (AINE),IV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 100 mL"" x Bovino=""Frasco-ampola"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Fenilbutazona - Equipalazone Injetável,Solução Injetável,mL,Frasco-ampola de 100 mL,False,Anti-inflamatório Não Esteroidal (AINE),IV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 100 mL"" x Bovino=""Frasco-ampola"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Fenilbutazona - Equipalazone Injetável,Solução Injetável,mL,Frasco-ampola de 100 mL,False,Anti-inflamatório Não Esteroidal (AINE),IV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 100 mL"" x Bovino=""Frasco-ampola"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Fenilbutazona - Equipalazone Injetável,Solução Injetável,mL,Frasco-ampola de 100 mL,False,Anti-inflamatório Não Esteroidal (AINE),IV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 100 mL"" x Bovino=""Frasco-ampola"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Fenilbutazona - Equipalazone Pó,Pó,g,Sachê de 1.5 g,False,Anti-inflamatório Não Esteroidal (AINE),Oral,"CROSS_ESPECIE(apresentacao: Equino=""Sachê de 1.5 g"" x Bovino=""Sachê"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Fenilbutazona - Equipalazone Pó,Pó,g,Sachê de 1.5 g,False,Anti-inflamatório Não Esteroidal (AINE),Oral,"CROSS_ESPECIE(apresentacao: Equino=""Sachê de 1.5 g"" x Bovino=""Sachê"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Fenilbutazona - Equipalazone Pó,Pó,g,Sachê de 1.5 g,False,Anti-inflamatório Não Esteroidal (AINE),Oral,"CROSS_ESPECIE(apresentacao: Equino=""Sachê de 1.5 g"" x Bovino=""Sachê"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Fenilbutazona - Equipalazone Pó,Pó,g,Sachê de 1.5 g,False,Anti-inflamatório Não Esteroidal (AINE),Oral,"CROSS_ESPECIE(apresentacao: Equino=""Sachê de 1.5 g"" x Bovino=""Sachê"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Fenilbutazona - Fenilbutazona OF Injetável,Solução Injetável,mL,Frasco de 100 mL,False,Anti-inflamatório Não Esteroidal (AINE),IV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco de 100 mL"" x Bovino=""Frasco-ampola"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Fenilbutazona - Fenilbutazona OF Injetável,Solução Injetável,mL,Frasco de 100 mL,False,Anti-inflamatório Não Esteroidal (AINE),IV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco de 100 mL"" x Bovino=""Frasco-ampola"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Fenilbutazona - Fenilbutazona OF Injetável,Solução Injetável,mL,Frasco de 100 mL,False,Anti-inflamatório Não Esteroidal (AINE),IV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco de 100 mL"" x Bovino=""Frasco-ampola"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Fenilbutazona - Fenilbutazona OF Injetável,Solução Injetável,mL,Frasco de 100 mL,False,Anti-inflamatório Não Esteroidal (AINE),IV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco de 100 mL"" x Bovino=""Frasco-ampola"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Fenilbutazona - Fenilbutazona Syntec,Solução Injetável,mL,Frasco-ampola de 100 mL,False,Anti-inflamatório Não Esteroidal (AINE),IV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 100 mL"" x Bovino=""Frasco-ampola"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Fenilbutazona - Fenilbutazona Syntec,Solução Injetável,mL,Frasco-ampola de 100 mL,False,Anti-inflamatório Não Esteroidal (AINE),IV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 100 mL"" x Bovino=""Frasco-ampola"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Fenilbutazona - Fenilbutazona Syntec,Solução Injetável,mL,Frasco-ampola de 100 mL,False,Anti-inflamatório Não Esteroidal (AINE),IV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 100 mL"" x Bovino=""Frasco-ampola"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Fenilbutazona - Fenilbutazona Syntec,Solução Injetável,mL,Frasco-ampola de 100 mL,False,Anti-inflamatório Não Esteroidal (AINE),IV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 100 mL"" x Bovino=""Frasco-ampola"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Fenilbutazona - Fenilvet,Solução Injetável,mL,Frasco-ampola de 100 mL,False,Anti-inflamatório Não Esteroidal (AINE),IV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 100 mL"" x Bovino=""Frasco-ampola"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Fenilbutazona - Fenilvet,Solução Injetável,mL,Frasco-ampola de 100 mL,False,Anti-inflamatório Não Esteroidal (AINE),IV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 100 mL"" x Bovino=""Frasco-ampola"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Fenilbutazona - Fenilvet,Solução Injetável,mL,Frasco-ampola de 100 mL,False,Anti-inflamatório Não Esteroidal (AINE),IV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 100 mL"" x Bovino=""Frasco-ampola"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Fenilbutazona - Fenilvet,Solução Injetável,mL,Frasco-ampola de 100 mL,False,Anti-inflamatório Não Esteroidal (AINE),IV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 100 mL"" x Bovino=""Frasco-ampola"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Fenilbutazona - Phenylarthrite Injetável,Solução Injetável,mL,Frasco de 100 mL,False,Anti-inflamatório Não Esteroidal (AINE),IV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco de 100 mL"" x Bovino=""Frasco-ampola"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Fenilbutazona - Phenylarthrite Injetável,Solução Injetável,mL,Frasco de 100 mL,False,Anti-inflamatório Não Esteroidal (AINE),IV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco de 100 mL"" x Bovino=""Frasco-ampola"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Fenilbutazona - Phenylarthrite Injetável,Solução Injetável,mL,Frasco de 100 mL,False,Anti-inflamatório Não Esteroidal (AINE),IV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco de 100 mL"" x Bovino=""Frasco-ampola"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Fenilbutazona - Phenylarthrite Injetável,Solução Injetável,mL,Frasco de 100 mL,False,Anti-inflamatório Não Esteroidal (AINE),IV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco de 100 mL"" x Bovino=""Frasco-ampola"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Fenobarbital - ampola,Solução Injetável,mL,Ampola de 2 mL,True,Anticonvulsivante,IV,"CROSS_ESPECIE(apresentacao: Equino=""Ampola de 2 mL"" x Bovino=""Ampola"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Fenobarbital - ampola,Solução Injetável,mL,Ampola de 2 mL,True,Anticonvulsivante,IV,"CROSS_ESPECIE(apresentacao: Equino=""Ampola de 2 mL"" x Bovino=""Ampola"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Fenobarbital - ampola,Solução Injetável,mL,Ampola de 2 mL,True,Anticonvulsivante,IV,"CROSS_ESPECIE(apresentacao: Equino=""Ampola de 2 mL"" x Bovino=""Ampola"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Fenobarbital - ampola,Solução Injetável,mL,Ampola de 2 mL,True,Anticonvulsivante,IV,"CROSS_ESPECIE(apresentacao: Equino=""Ampola de 2 mL"" x Bovino=""Ampola"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Fenobarbital - solução oral,Solução Oral,mL,Frasco de 20 mL,True,Anticonvulsivante,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Frasco de 20 mL"" x Bovino=""Frasco"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Fenobarbital - solução oral,Solução Oral,mL,Frasco de 20 mL,True,Anticonvulsivante,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Frasco de 20 mL"" x Bovino=""Frasco"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Fenobarbital - solução oral,Solução Oral,mL,Frasco de 20 mL,True,Anticonvulsivante,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Frasco de 20 mL"" x Bovino=""Frasco"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Fenobarbital - solução oral,Solução Oral,mL,Frasco de 20 mL,True,Anticonvulsivante,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Frasco de 20 mL"" x Bovino=""Frasco"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Fiproderm - bisnaga 200 g,Pomada,g,Bisnaga de 200 g,False,Ectoparasiticida e Cicatrizante,Tópica,"CROSS_ESPECIE(classificacao: Equino=""Cicatrizante"" x Bovino=""Ectoparasiticida / Cicatrizante"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Fiproderm - bisnaga 200 g,Pomada,g,Bisnaga de 200 g,False,Ectoparasiticida e Cicatrizante,Tópica,"CROSS_ESPECIE(classificacao: Equino=""Cicatrizante"" x Bovino=""Ectoparasiticida / Cicatrizante"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Fiproderm - bisnaga 50 g,Pomada,g,Bisnaga de 50 g,False,Ectoparasiticida e Cicatrizante,Tópica,"CROSS_ESPECIE(classificacao: Equino=""Cicatrizante"" x Bovino=""Ectoparasiticida / Cicatrizante"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Fiproderm - bisnaga 50 g,Pomada,g,Bisnaga de 50 g,False,Ectoparasiticida e Cicatrizante,Tópica,"CROSS_ESPECIE(classificacao: Equino=""Cicatrizante"" x Bovino=""Ectoparasiticida / Cicatrizante"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Fitoclean - frasco 100 mL,Shampoo,mL,Frasco de 100 mL,False,Dermatológico,Tópica,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Solução Tópica"" x Bovino=""Shampoo"") | CROSS_ESPECIE(classificacao: Equino=""Estética"" x Bovino=""Dermatológico"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Fitoclean - frasco 100 mL,Shampoo,mL,Frasco de 100 mL,False,Dermatológico,Tópica,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Solução Tópica"" x Bovino=""Shampoo"") | CROSS_ESPECIE(classificacao: Equino=""Estética"" x Bovino=""Dermatológico"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Fitoclean - frasco 250 mL,Shampoo,mL,Frasco de 250 mL,False,Dermatológico,Tópica,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Solução Tópica"" x Bovino=""Shampoo"") | CROSS_ESPECIE(classificacao: Equino=""Estética"" x Bovino=""Dermatológico"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Fitoclean - frasco 250 mL,Shampoo,mL,Frasco de 250 mL,False,Dermatológico,Tópica,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Solução Tópica"" x Bovino=""Shampoo"") | CROSS_ESPECIE(classificacao: Equino=""Estética"" x Bovino=""Dermatológico"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Flop - bisnaga 100 g,Pomada,g,Bisnaga de 100 g,False,Analgésico e Anti-inflamatório,Tópica,"CROSS_ESPECIE(classificacao: Equino=""Anti-inflamatório Tópico"" x Bovino=""Analgésico e Anti-inflamatório"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Flop - bisnaga 100 g,Pomada,g,Bisnaga de 100 g,False,Analgésico e Anti-inflamatório,Tópica,"CROSS_ESPECIE(classificacao: Equino=""Anti-inflamatório Tópico"" x Bovino=""Analgésico e Anti-inflamatório"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Flop - pote 150 g,Pomada,g,Pote de 150 g,False,Analgésico e Anti-inflamatório,Tópica,"CROSS_ESPECIE(classificacao: Equino=""Anti-inflamatório Tópico"" x Bovino=""Analgésico e Anti-inflamatório"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Flop - pote 150 g,Pomada,g,Pote de 150 g,False,Analgésico e Anti-inflamatório,Tópica,"CROSS_ESPECIE(classificacao: Equino=""Anti-inflamatório Tópico"" x Bovino=""Analgésico e Anti-inflamatório"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Fluido Ibasa - spray 200 mL,Spray,mL,Frasco spray de 200 mL,False,Analgésico e Anti-inflamatório,Tópica,"CROSS_ESPECIE(classificacao: Equino=""Anti-inflamatório Tópico"" x Bovino=""Analgésico e Anti-inflamatório"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Fluido Ibasa - spray 200 mL,Spray,mL,Frasco spray de 200 mL,False,Analgésico e Anti-inflamatório,Tópica,"CROSS_ESPECIE(classificacao: Equino=""Anti-inflamatório Tópico"" x Bovino=""Analgésico e Anti-inflamatório"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Fluído Labovet Veterinário - frasco 100 mL,Solução Tópica,mL,Frasco de 100 mL,False,Anti-inflamatório Tópico,Tópica,"CROSS_ESPECIE(classificacao: Equino=""Anti-inflamatório Tópico"" x Bovino=""Anti-inflamatório Não Esteroidal (AINE)"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Fluído Labovet Veterinário - frasco 100 mL,Solução Tópica,mL,Frasco de 100 mL,False,Anti-inflamatório Tópico,Tópica,"CROSS_ESPECIE(classificacao: Equino=""Anti-inflamatório Tópico"" x Bovino=""Anti-inflamatório Não Esteroidal (AINE)"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Fluído Labovet Veterinário - frasco 200 mL,Solução Tópica,mL,Frasco de 200 mL,False,Anti-inflamatório Tópico,Tópica,"CROSS_ESPECIE(classificacao: Equino=""Anti-inflamatório Tópico"" x Bovino=""Anti-inflamatório Não Esteroidal (AINE)"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Fluído Labovet Veterinário - frasco 200 mL,Solução Tópica,mL,Frasco de 200 mL,False,Anti-inflamatório Tópico,Tópica,"CROSS_ESPECIE(classificacao: Equino=""Anti-inflamatório Tópico"" x Bovino=""Anti-inflamatório Não Esteroidal (AINE)"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Flumetasona - Equiderm Pomada,Pomada,g,Bisnaga de 15 g,False,Anti-inflamatório Esteroidal,Tópica,"CROSS_ESPECIE(apresentacao: Equino=""Bisnaga de 15 g"" x Bovino=""Pomada"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Flumetasona - Equiderm Pomada,Pomada,g,Bisnaga de 15 g,False,Anti-inflamatório Esteroidal,Tópica,"CROSS_ESPECIE(apresentacao: Equino=""Bisnaga de 15 g"" x Bovino=""Pomada"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Flumetasona - Equiderm Pomada,Pomada,g,Bisnaga de 15 g,False,Anti-inflamatório Esteroidal,Tópica,"CROSS_ESPECIE(apresentacao: Equino=""Bisnaga de 15 g"" x Bovino=""Pomada"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Flumetasona - Equiderm Pomada,Pomada,g,Bisnaga de 15 g,False,Anti-inflamatório Esteroidal,Tópica,"CROSS_ESPECIE(apresentacao: Equino=""Bisnaga de 15 g"" x Bovino=""Pomada"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Flumetasona - Equiderm Pomada,Pomada,g,Bisnaga de 15 g,False,Anti-inflamatório Esteroidal,Tópica,"CROSS_ESPECIE(apresentacao: Equino=""Bisnaga de 15 g"" x Bovino=""Pomada"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Flumetasona - Equiderm Pomada,Pomada,g,Bisnaga de 15 g,False,Anti-inflamatório Esteroidal,Tópica,"CROSS_ESPECIE(apresentacao: Equino=""Bisnaga de 15 g"" x Bovino=""Pomada"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Flumetasona - Equiderm Pomada,Pomada,g,Bisnaga de 15 g,False,Anti-inflamatório Esteroidal,Tópica,"CROSS_ESPECIE(apresentacao: Equino=""Bisnaga de 15 g"" x Bovino=""Pomada"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Flumetasona - Equiderm Pomada,Pomada,g,Bisnaga de 15 g,False,Anti-inflamatório Esteroidal,Tópica,"CROSS_ESPECIE(apresentacao: Equino=""Bisnaga de 15 g"" x Bovino=""Pomada"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Flumetasona - Equiderm Pomada,Pomada,g,Bisnaga de 15 g,False,Anti-inflamatório Esteroidal,Tópica,"CROSS_ESPECIE(apresentacao: Equino=""Bisnaga de 15 g"" x Bovino=""Pomada"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Flumetasona - Equiderm Pomada,Pomada,g,Bisnaga de 15 g,False,Anti-inflamatório Esteroidal,Tópica,"CROSS_ESPECIE(apresentacao: Equino=""Bisnaga de 15 g"" x Bovino=""Pomada"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Flumetasona - Flucortan,Solução Injetável,mL,Frasco-ampola de 10 mL,False,Anti-inflamatório Esteroidal,Intra-articular,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 10 mL"" x Bovino=""Frasco-ampola"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Via intra-articular permitida pela bula para equinos.
