nome;cnpj;cep;endereco;telefone;tipoLocalizacao;_cnaePrincipal;_cnaeMatch;_uf;_municipio;_situacao;_razaoSocial
MARCEL JOSE STABELINI;14.304.975/0002-07;13500-970;SITIO HARAS ELEGANCE, nº S/N, KM 4 ESTRADA RIO CLARO A AJAPI, ZONA RURAL - RIO CLARO/SP;(19) 35328596;HARAS;0152102;0152102;SP;RIO CLARO;02;MARCEL JOSE STABELINI
ANTONIO CARLOS SENO;21.729.428/0003-01;15290-000;RODOVIA SP 461 QUE LIGA BIRIGUI A NHANDEARA, nº SN, ESTAN E HARAS SONORA, ZONA RURAL - BURITAMA/SP;(18) 36911213;HARAS;0152102;0152102;SP;BURITAMA;02;ANTONIO CARLOS SENO
ANTONIO CARLOS DOS SANTOS CARVALHO;46.841.414/0001-44;07500-000;ESTRADA BARROCA FUNDA, nº 340, SITIO FAMILIA CARVALHO, BARROCA FUNDA - SANTA ISABEL/SP;(11) 93652288;HARAS;0152102;0152102;SP;SANTA ISABEL;02;ANTONIO CARLOS DOS SANTOS CARVALHO
MF CAMARGOS AGROPECUARIA;46.857.791/0001-71;32819-000;AVENIDA PARAGUAI, nº N/A, MIRANTE DO PALMITAL (MELO VIANA) - ESMERALDAS/MG;(31) 32914455;HARAS;0152102;0152102;MG;ESMERALDAS;02;MF CAMARGOS AGROPECUARIA LTDA.
GEOMAR OLIVEIRA LIMA;47.166.086/0001-90;13260-000;ESTRADA MUNICIPAL BENEDITO OLEGARIO CHIOVATTO, nº S/N, SITIO TERRA E MAR, FEITAL - MORUNGABA/SP;(11) 81666008;HARAS;0152102;0152102;SP;MORUNGABA;02;GEOMAR OLIVEIRA LIMA
SOCIEDADE HIPICA COSTA;47.227.282/0001-28;96910-000;ESTRADA SERRINHA DO PINHAL, nº SN, INERIOR - SEGREDO/RS;(51) 95209615;CLUBE_HIPICO;9319101;9319101;RS;SEGREDO;02;SOCIEDADE HIPICA COSTA
RANCHO MONTE SIAO;47.242.988/0001-69;55495-000;SITIO BARRA DO RIACHAO, nº 440, ZONA RURAL - AGRESTINA/PE;(81) 82004790;HARAS;0152102;0152102;PE;AGRESTINA;02;MONTE SIAO NEGOCIOS AGROPECUARIOS LTDA
OSMAR NUNES PEREIRA;32.031.307/0004-99;15760-000;SITIO TRES MARIAS, nº S/N, ARRIBA DA GLEBA - URANIA/SP;(17) 36321514;HARAS;0152102;0152102;SP;URANIA;02;OSMAR NUNES PEREIRA
HARAS SAO FRANCISCO;47.299.779/0001-51;12460-000;RUA EMBAUBAS, nº 120, JARDIM EMBAIXADOR - CAMPOS DO JORDAO/SP;(11) 94755626;HARAS;0152102;0152102;SP;CAMPOS DO JORDAO;02;HARAS SAO FRANCISCO LTDA
ROGERIO APARECIDO BIGI E OUTRA;47.420.572/0001-93;15130-266;RUA EDUARDO ANGELINO, nº 08-059, JARDIM SAO JOSE - MIRASSOL/SP;(17) 32539898;HARAS;0152102;0152102;SP;MIRASSOL;02;ROGERIO APARECIDO BIGI E OUTRA
ALAN LANDECKER;47.695.741/0001-06;18145-349;ESTRADA SERRINHA DO CARMO, nº SN, SITIO XIMBO, DO CARMO (CANGUERA) - SAO ROQUE/SP;(11) 97086050;HARAS;0152102;0152102;SP;SAO ROQUE;02;ALAN LANDECKER
VIVA AGROPECUARIA;47.766.853/0001-00;36892-400;ESTRADA PIRAPANEMA A MINERADORA CBA, nº SN, PIRAPANEMA - MURIAE/MG;(32) 37210821;HARAS;0152102;0152102;MG;MURIAE;02;VIVA AGROPECUARIA LTDA
ADELIA APARECIDA DE CAMARGO BORGES;47.857.607/0001-56;18130-970;ESTRADA MUNICIPAL SOROCAMIRIM, nº 77, APT 10, JD STA MARIA - SAO ROQUE/SP;(11) 98632543;HARAS;0152102;0152102;SP;SAO ROQUE;02;ADELIA APARECIDA DE CAMARGO BORGES
RANCHO TEXANO;47.861.319/0001-75;84120-000;ESTRADA ESTRADA DE PONTA GROSSA PARA GUARAGI, nº SN, LOTE IMOVEL RURAL, GUARAGI - PONTA GROSSA/PR;(42) 99053227;HARAS;0152102;0152102;PR;PONTA GROSSA;02;RANCHO TEXANO LTDA
MARICY OLIVEIRA DAVID MIANTE;47.908.213/0001-80;13480-970;RODOVIA IRACEMAPOLIS A SANTA BARBARA, nº 00, QUADRAKM 33 5 SITIO SAO JO, DO PORTO - LIMEIRA/SP;(19) 21092500;HARAS;0152102;0152102;SP;LIMEIRA;02;MARICY OLIVEIRA DAVID MIANTE
HARAS RETIRORANDIA;48.036.738/0001-35;48120-000;RUA RUA H, nº 253, INOCOOP - POJUCA/BA;(71) 96288079;HOTEL_ANIMAL;0162803;0162803;BA;POJUCA;02;GABRIEL COSTA ARAUJO BASTOS
ESCOLA DE EQUITACAO CLASSICA DA HIPICA BRASIL LTDA;48.057.956/0001-56;06714-425;ALAMEDA DAS SEQUOIAS, nº 31, MOINHO VELHO - COTIA/SP;(11) 56301393;CENTRO_TREINAMENTO;8591100;8591100;SP;COTIA;02;ESCOLA DE EQUITACAO CLASSICA DA HIPICA BRASIL LTDA
HELITON PEREIRA DE SOUZA;48.402.258/0001-40;13950-000;SITIO SAO DIMAS, nº S/N, DOS COSTAS - LINDOIA/SP;(19) 96836431;HARAS;0152102;0152102;SP;LINDOIA;02;HELITON PEREIRA DE SOUZA
PORTO CAVALLI EQUESTRIAN CENTER;48.623.604/0001-10;18549-899;ESTRADA MUNICIPAL, nº 888, BARREIRO RICO (AREA RURAL) - PORTO FELIZ/SP;(11) 20917885;CENTRO_TREINAMENTO;8591100;8591100;SP;PORTO FELIZ;02;HARAS PORTO CAVALLI ESPORTES LTDA
FLAVIANA FORNAZIERI MASSERANI ANTONIO;48.694.959/0001-09;18530-000;SITIO RANCHO LB, nº SN, CRUZ DAS ALMAS - TIETE/SP;(19) 74092601;HARAS;0152102;0152102;SP;TIETE;02;FLAVIANA FORNAZIERI MASSERANI ANTONIO
MATHEUS RICARDO FRANCISCO;48.788.553/0001-87;18603-970;RODOVIA MARECHAL RONDON, nº S/N, GLEBA I E II, SITIO ANHUMAS - BOTUCATU/SP;(14) 33541753;HARAS;0152102;0152102;SP;BOTUCATU;02;MATHEUS RICARDO FRANCISCO
RAFAEL GUIDEROLI COSTA;48.893.472/0001-47;14750-000;SITIO HARAS SAO FRANCISCO, nº SN, ZONA RURAL - PITANGUEIRAS/SP;(17) 88019572;HARAS;0152102;0152102;SP;PITANGUEIRAS;02;RAFAEL GUIDEROLI COSTA
ROBERTA MAIA WOLFRAM;48.939.426/0001-31;12140-000;ESTRADA DO BAIRRO DA FABRICA - HARAS FAZENDA DA FABRICA, nº S/N, HARAS FAZ DA FABRICA, FABRICA - SAO LUIZ DO PARAITINGA/SP;(12) 36712130;HARAS;0152102;0152102;SP;SAO LUIZ DO PARAITINGA;02;ROBERTA MAIA WOLFRAM
FAZENDA JACAUNA;48.951.191/0001-01;62860-000;RUA OSMAR HOLANDA DE FREITAS, nº 214, CENTRO - PINDORETAMA/CE;(85) 82120101;HARAS;0152102;0152102;CE;PINDORETAMA;02;AGROPECUARIA JACAUNA LTDA
JOSE CARLOS CHAACHAA;49.051.087/0001-15;12120-087;RUA 26 DE NOVEMBRO, nº 127, CENTRO - TREMEMBE/SP;(21) 98121793;HARAS;0152102;0152102;SP;TREMEMBE;02;JOSE CARLOS CHAACHAA
FAVARE & FAVARE PRODUTOR RURAL;49.187.190/0001-97;17930-000;CHACARA SANTA ANA, nº KM 294, RODOVIA SP 294, DAS ANTAS - TUPI PAULISTA/SP;(18) 97374061;HARAS;0152102;0152102;SP;TUPI PAULISTA;02;FAVARE & FAVARE PRODUTOR RURAL
HERICK MARAGNO;49.411.706/0001-35;07607-570;ESTRADA JOAO CAETANO SOBRINHO - DE 1/2 AO FIM, nº SN, SAO VICENTE - MAIRIPORA/SP;(11) 40156507;HARAS;0152102;0152102;SP;MAIRIPORA;02;HERICK MARAGNO
RANCHO E CABANHA CASARIN;49.738.394/0001-79;78500-000;ESTRADA COMUNIDADE CAFARNAUM, nº S/N, RANCHO CASARIN, ZONA RURAL - COLIDER/MT;(66) 96407174;HARAS;0152102;0152102;MT;COLIDER;02;CABANHA CASARIN LTDA
ADRIANO ANTONIO CORDEIRO MARTINS;49.801.545/0001-96;13700-000;SITIO SITIO SAO SEBASTIAO, nº SN, ZONA RURAL - CASA BRANCA/SP;(19) 92539110;HARAS;0152102;0152102;SP;CASA BRANCA;02;ADRIANO ANTONIO CORDEIRO MARTINS
GUSTAVO CIRILLO;49.822.370/0001-01;17459-899;ESTANCIA SANTO ANTONIO DE PADUA, nº S/N, ROD SP 331 - GALIA/SP;(14) 97843601;HARAS;0152102;0152102;SP;GALIA;02;GUSTAVO CIRILLO
LEANDRO JOSE ABRAHAO DUARTE ALECRIM;49.839.247/0001-95;13919-899;AREA RURAL DE JAGUARIUNA, nº S/N, LOTE HARAS ABRAHAO, EST VELHA DO BAIRRO TANQUINHO - JAGUARIUNA/SP;(11) 32187799;HARAS;0152102;0152102;SP;JAGUARIUNA;02;LEANDRO JOSE ABRAHAO DUARTE ALECRIM
EQUESTRIS LTDA;50.148.625/0001-73;15108-000;AVENIDA PROJETADA, nº 90, RESERVA DOS EQUESTRES - IPIGUA/SP;(17) 32345373;CLUBE_HIPICO;9319101;9319101;SP;IPIGUA;02;EQUESTRIS LTDA
JEFFERSON GONCALVES;50.154.460/0001-42;14240-000;ESTANCIA SAO JOSE DA LAGOA, nº S/N, ZONA RURAL - CAJURU/SP;(16) 36673036;HARAS;0152102;0152102;SP;CAJURU;02;JEFFERSON GONCALVES
P. R. MALTA LTDA;50.162.286/0001-80;39250-000;FAZENDA MANGUEIRAS, nº S/N, CABECEIRA DO CORREGO LAVADO - LASSANCE/MG;(31) 99412021;HARAS;0152102;0152102;MG;LASSANCE;02;P. R. MALTA LTDA
RENAN SOUSA GOMES;50.183.488/0001-08;15385-000;ALAMEDA DAS VIOLETAS LOTE 09 A QUADRA A, nº 09, BAIRRO IPE - ILHA SOLTEIRA/SP;(18) 97519310;HARAS;0152102;0152102;SP;ILHA SOLTEIRA;02;RENAN SOUSA GOMES
CT JC RANCH;50.450.374/0001-87;18739-899;RODOVIA SP 255 EDUARDO SAIGHI, nº S/N, KM 301, AREA RURAL DE ITAI - ITAI/SP;(42) 91389649;HARAS;0152102;0152102;SP;ITAI;02;CENTRO DE TREINAMENTO JC RANCH LTDA
CAIO NEVES BATTAGLIA COSTA;50.673.966/0001-68;11920-000;ESTRADA MUNICIPAL DO JAIRE, nº KM 11, JAIRE - IGUAPE/SP;(15) 96371910;HARAS;0152102;0152102;SP;IGUAPE;02;CAIO NEVES BATTAGLIA COSTA
JURACI FERREIRA DA COSTA;50.801.242/0001-52;15840-000;SITIO SAO PEDRO, nº S/N, CAPAO GROSSO - ITAJOBI/SP;(17) 82037108;HARAS;0152102;0152102;SP;ITAJOBI;02;JURACI FERREIRA DA COSTA
ALBERTO SAMAIA NETO;39.928.533/0007-69;17388-899;RODOVIA BROTAS A TORRINHA KM 03, nº SN, HARAS SANTO ANGELO UNIDADE 2, RURAL - BROTAS/SP;(14) 36223722;HARAS;0152102;0152102;SP;BROTAS;02;ALBERTO SAMAIA NETO
YASMIN CARMONA MACEDO DE SOUZA;50.954.891/0001-93;18540-970;FAZENDA SANTA TEREZINHA, nº S/N, ESTR PART VILA NOVA, XIRIRICA - PORTO FELIZ/SP;(11) 99892803;HARAS;0152102;0152102;SP;PORTO FELIZ;02;YASMIN CARMONA MACEDO DE SOUZA
HIPICA JOACABENSE;51.121.502/0001-01;89600-000;RUA ORESTES GENUINO GRANDO, nº SN, ANEXO PQUE EXP NELSON PEDR, SAO BRAZ - JOACABA/SC;(49) 35542266;CLUBE_HIPICO;9319101;9319101;SC;JOACABA;02;ASSOCIACAO HIPICA JOACABENSE
RAPHAEL SANCHES HERNANDES ALVES;51.134.515/0001-15;19360-000;CHACARA SAO PEDRO, nº SN, DA FIGUEIRA - SANTO ANASTACIO/SP;(67) 96892618;HARAS;0152102;0152102;SP;SANTO ANASTACIO;02;RAPHAEL SANCHES HERNANDES ALVES
HARAS GB;51.150.214/0001-85;18259-899;ESTRADA MUNICIPAL QUADRA, nº SN, GUARANA - QUADRA/SP;(11) 73594143;HARAS;0152102;0152102;SP;QUADRA;02;GB AGROPECUARIA LTDA
PRISCILA ALVES;51.150.614/0001-90;18135-139;RUA OLAVO CAPUZZO, nº 152, TABOAO - SAO ROQUE/SP;(11) 92879652;HARAS;0152102;0152102;SP;SAO ROQUE;02;PRISCILA ALVES
IVAN VILLANOVA E AFFONSO;51.158.773/0001-31;17247-400;RUA SILVIO VILLANOVA, nº 44, DISTRITO INDUSTRIAL HENRIQUE SCHILLITLER PONTES - BOCAINA/SP;(14) 36663201;HARAS;0152102;0152102;SP;BOCAINA;02;IVAN VILLANOVA E AFFONSO
SANDRA HONORATO;51.172.462/0001-27;15709-899;FAZENDA SAO JOSE, nº S/N, CORREGO ACOITA CAVALO - JALES/SP;(17) 36322149;HARAS;0152102;0152102;SP;JALES;02;SANDRA HONORATO
ANDRE VINICIOS GARAVELO ALVES;49.089.124/0002-65;15890-000;RODOVIA MANOEL FERNANDES DANTOSSA, nº SN, RURAL - UCHOA/SP;(17) 33116746;HARAS;0152102;0152102;SP;UCHOA;02;ANDRE VINICIOS GARAVELO ALVES
LEONARDO DE ANDRADE E OUTROS;51.361.181/0001-12;13749-899;ESTRADA MOCOCA COMENDADOR GUIMARAES, KM 4 - HARAS CALIFONIA, nº S/N, ZONA RURAL - MOCOCA/SP;(11) 99712392;HARAS;0152102;0152102;SP;MOCOCA;02;LEONARDO DE ANDRADE E OUTROS
THALES MAURICIO CAMPOS LEITE;51.399.157/0001-72;18530-000;CHACARA TL, nº SN, JARDIM DA SERRA - TIETE/SP;(15) 32824874;HARAS;0152102;0152102;SP;TIETE;02;THALES MAURICIO CAMPOS LEITE
MARIANA MORATO;51.415.838/0001-87;13516-168;RUA AURORA NUNES RACOSTA, nº 125, VALE DO ITAQUERI - CHARQUEADA/SP;(19) 91200003;HARAS;0152102;0152102;SP;CHARQUEADA;02;MARIANA MORATO
MARIA LUIZA GAZZETTA;51.431.324/0001-15;19274-000;RECANTO JGP RANCH, nº LT. 76, ZONA RURAL - ROSANA/SP;(18) 96784532;HARAS;0152102;0152102;SP;ROSANA;02;MARIA LUIZA GAZZETTA
PEDRO BIANCHI DE OLIVEIRA;51.556.452/0001-95;19130-000;SITIO ALCIDIA, nº S/N, FAZENDA MONTALVAO - PRESIDENTE PRUDENTE/SP;(18) 97161088;HARAS;0152102;0152102;SP;PRESIDENTE PRUDENTE;02;PEDRO BIANCHI DE OLIVEIRA
RUAN CARLOS DA SILVA;51.765.075/0001-02;13880-000;CHACARA FORTALEZA, nº SN, ESTRADA DA FORTALEZA, RUAL - VARGEM GRANDE DO SUL/SP;(19) 36411233;HARAS;0152102;0152102;SP;VARGEM GRANDE DO SUL;02;RUAN CARLOS DA SILVA
ROBERTO CACCIARI;13.639.813/0002-59;15811-010;RUA BARREIRINHA, nº 282, BAIAS, JARDIM DOS COQUEIROS - CATANDUVA/SP;(17) 35313366;HARAS;0152102;0152102;SP;CATANDUVA;02;ROBERTO CACCIARI
HARAS VELUDO;51.842.096/0001-76;35950-000;FAZENDA RR RURAIS GENTIO, nº 08, MAJOR EZEQUIEL - ALVINOPOLIS/MG;(44) 91545401;HARAS;0152102;0152102;MG;ALVINOPOLIS;02;MARCELINO LINHARES COTA LTDA
SAMARA DE SOUZA YOSHIKAWA;52.265.833/0001-88;13240-000;RODOVIA EDGAR MAXIMO ZAMBOTTO, nº S/N, KM 63.5, SOARES - JARINU/SP;(11) 93358102;HARAS;0152102;0152102;SP;JARINU;02;SAMARA DE SOUZA YOSHIKAWA
CRIATORIO SAN SEVERINO;52.308.580/0001-82;28971-257;RUA MARIA DA GRACA, nº 0, CENTRO (IGUABINHA) - ARARUAMA/RJ;(22) 92137407;HARAS;0152102;0152102;RJ;ARARUAMA;02;CRIATORIO SAN SEVERINO LTDA
CENTRO DE TREINAMENTO AMAND LTDA;52.397.075/0001-51;06428-200;ALAMEDA BEIJA-FLOR, nº 368, RESIDENCIAL MORADA DOS PASSAROS-ALDEIA DA SERRA - BARUERI/SP;(11) 97776104;HARAS;0152102;0152102;SP;BARUERI;02;CENTRO DE TREINAMENTO AMAND LTDA
ANDRE MONTEIRO ALCKMIN;08.392.428/0002-10;12524-899;SITIO CANIVETE, nº S/N, MOTTAS - GUARATINGUETA/SP;(11) 60608424;HARAS;0152102;0152102;SP;GUARATINGUETA;02;ANDRE MONTEIRO ALCKMIN
FELIPE JACINTO DE CAMARGO PACHECO;52.755.361/0001-41;13314-899;ESTRADA GLORIA SN HR MANAG, nº SN, GLORIA - ITU/SP;(16) 92053533;HARAS;0152102;0152102;SP;ITU;02;FELIPE JACINTO DE CAMARGO PACHECO
JOAO PAULO DA SILVA PEREIRA;52.901.911/0001-93;19819-899;SITIO BETEL, nº 0, ZONA RURAL, AGUA DA MOMBUQUINHA - ASSIS/SP;(18) 96379515;HARAS;0152102;0152102;SP;ASSIS;02;JOAO PAULO DA SILVA PEREIRA
HARAS DON DIOVANE;53.045.534/0001-09;28905-240;PRACA DOM PEDRO II, nº 12, SALA 502 503, CENTRO - CABO FRIO/RJ;(22) 98094310;HARAS;0152102;0152102;RJ;CABO FRIO;02;HARAS DON DIOVANE LTDA
IVAN GUSTAVO RIBEIRO VIANA;53.134.596/0001-89;18535-000;SITIO IRMAOS BAZZO, nº SN, DORDETTO - JUMIRIM/SP;(15) 74013469;HARAS;0152102;0152102;SP;JUMIRIM;02;IVAN GUSTAVO RIBEIRO VIANA
AURELIO FERNANDES;53.193.012/0001-46;12490-000;CHACARA FERNANDES, nº SN, KM 168, DIAS - SAO BENTO DO SAPUCAI/SP;(12) 97624279;HARAS;0152102;0152102;SP;SAO BENTO DO SAPUCAI;02;AURELIO FERNANDES
HPL AGRICULTURA E PECUARIA LTDA;94.999.000/0002-71;94253-600;RUA VIRA MACHADO, nº 450, MORUNGAVA IV (MORUNGAVA) - GRAVATAI/RS;(51) 81557354;HARAS;0152102;0152102;RS;GRAVATAI;02;HPL AGRICULTURA E PECUARIA LTDA
AGROPECUARIA SAO JORGE;53.519.253/0001-32;71681-991;RODOVIA ALTIPLANO LESTE, CH 34, TRECHO02,NUCLEO RURAL DO PARANOA, nº SN, ZONA RURAL - BRASILIA/DF;(61) 99720022;HARAS;0152102;0152102;DF;BRASILIA;02;AGROPECUARIA SAO JORGE LTDA
ESCOLA DE EQUITACAO DO LAGO SUL;53.758.614/0001-01;71680-000;SETOR SMDB NR PARANOA DF 001 KM 26 FAZENDA NELSON PIQUET, nº SN, CASA 01, SETOR DE MANSOES DOM BOSCO (LAGO SUL) - BRASILIA/DF;(61) 81756939;CENTRO_TREINAMENTO;8591100;8591100;DF;BRASILIA;02;EMPRESA DE GESTAO EQUESTRE LTDA
CENTRO HIPICO IMPACTO;53.033.146/0001-08;86072-000;AVENIDA TIRADENTES, nº 6275, JARDIM ROSICLER - LONDRINA/PR;(43) 33248222;CENTRO_TREINAMENTO;8591100;8591100;PR;LONDRINA;02;CENTRO HIPICO IMPACTO LTDA
HARAS GOLDEN HORSE;53.957.815/0001-20;79020-300;RUA QUINZE DE NOVEMBRO, nº 2270, JARDIM DOS ESTADOS - CAMPO GRANDE/MS;(67) 30424494;HARAS;0152102;0152102;MS;CAMPO GRANDE;02;HARAS GOLDEN HORSE LTDA
HARAS LAGUNA;54.147.550/0001-67;83609-390;RUA SÍLVIO DALLAGRANA, nº 2249, ANEXO 01, VILA DAVID ANTÔNIO - CAMPO LARGO/PR;(41) 84156434;CENTRO_TREINAMENTO;8591100;8591100;PR;CAMPO LARGO;02;HARAS LAGUNA LTDA
SOCIEDADE HIPICA DE SERGIPE - SHS;54.267.656/0001-02;49004-304;RUA VIRGILIO NUNES DE VASCONCELOS, nº 284, ROBALO - ARACAJU/SE;(79) 81574041;CENTRO_TREINAMENTO;8591100;8591100;SE;ARACAJU;02;SOCIEDADE HIPICA DE SERGIPE - SHS LTDA
RHF AGROPECUARIA LTDA;54.320.093/0001-60;75560-000;RODOVIA GO 206 KM 012 ESQ 05 KM, FAZENDA LINDA FLORA, nº S/N, ZONA RURAL - CACHOEIRA DOURADA/GO;(64) 34313153;HARAS;0152102;0152102;GO;CACHOEIRA DOURADA;02;RHF AGROPECUARIA LTDA
AGROPECUARIA LUZ DO ARAGUAIA;22.494.997/0003-88;76520-000;FAZENDA NOSSA SENHORA D?ABADIA II, nº SN, LOTE 56-D, ZONA RURAL - NOVA CRIXAS/GO;(62) 82474899;HARAS;0152102;0152102;GO;NOVA CRIXAS;02;AGROPECUARIA LUZ DO ARAGUAIA LTDA
JOSE NILTON BOLDRIN JUNIOR;54.349.284/0001-55;13879-899;ESTRADA AGUA DA PRATA A SAO JOAO DA BOA VISTA, nº SN, AREA RURAL DE SAO JOAO DA BOA VISTA - SAO JOAO DA BOA VISTA/SP;(19) 96856550;HARAS;0152102;0152102;SP;SAO JOAO DA BOA VISTA;02;JOSE NILTON BOLDRIN JUNIOR
FERNANDO BERNARDO DA SILVA;54.388.312/0001-43;13879-899;ESTRADA AGUAS DA PRATA / SAO JOAO DA BOA VISTA, nº 35, AREA RURAL DE SAO JOAO DA BOA VISTA - SAO JOAO DA BOA VISTA/SP;(19) 92845807;HARAS;0152102;0152102;SP;SAO JOAO DA BOA VISTA;02;FERNANDO BERNARDO DA SILVA
HARAS MORAB AGROPECUARIA;54.427.340/0001-22;18190-000;ALAMEDA FABIO E RESCHETIN, nº 142, TERREO1, FARIAS - ARACOIABA DA SERRA/SP;(15) 99105850;HARAS;0152102;0152102;SP;ARACOIABA DA SERRA;02;HARAS MORAB AGROPECUARIA
JOCEIR APARECIDO SANTANA;54.432.535/0001-60;15440-000;SITIO BRASIL, nº S/N, RURAL - NOVA GRANADA/SP;(17) 32623787;HARAS;0152102;0152102;SP;NOVA GRANADA;02;JOCEIR APARECIDO SANTANA
CHALE MAIRI AGROPECUARIA;54.669.853/0001-40;44630-000;FAZENDA ALEGRE, nº S/N, ZONA RURAL - MAIRI/BA;(71) 99677595;HARAS;0152102;0152102;BA;MAIRI;02;CHALE MAIRI AGROPECUARIA LTDA
CENTRO EQUESTRE COLINA;54.835.540/0001-14;18762-172;RODOVIA OSNI MATEUS, nº 9285, KM RURAL, SANTA CECILIA - CERQUEIRA CESAR/SP;(14) 96065143;HOTEL_ANIMAL;0162803;0162803;SP;CERQUEIRA CESAR;02;CENTRO EQUESTRE COLINA LTDA
FERNANDO RODRIGUES NETO;34.677.309/0002-13;12952-821;RODOVIA DOM PEDRO I, nº S/N, ALTURA KM 78 H S FRANCISCO ASSIS, PONTE ALTA - ATIBAIA/SP;(11) 69034050;HARAS;0152102;0152102;SP;ATIBAIA;02;FERNANDO RODRIGUES NETO
THAIZA RANCAN FERREIRA DA COSTA;55.519.026/0001-32;14887-150;VIA NISOJI FUJISAKI, nº 391, CHACARA DOIS IRMAOS, ELDORADO O JARDIM - JABOTICABAL/SP;(16) 32091060;HARAS;0152102;0152102;SP;JABOTICABAL;02;THAIZA RANCAN FERREIRA DA COSTA
DECIO GASPAR TALON;54.426.233/0001-80;17022-899;RODOVIA CEZARIO JOSE DE CASTILHO, nº KM 350, HR DONA CLAUDINA BAIRRO SAO LUIZ I, RIO VERDE - BAURU/SP;(15) 81460849;HARAS;0152102;0152102;SP;BAURU;02;DECIO GASPAR TALON
FERNANDO TARDIOLI LUCIO DE LIMA;17.753.557/0003-68;13919-899;SITIO APARECIDA DO CAMANDUCAIA, nº 0, CAMANDUCAIA - JAGUARIUNA/SP;(11) 41757220;HARAS;0152102;0152102;SP;JAGUARIUNA;02;FERNANDO TARDIOLI LUCIO DE LIMA
KAIKE FANTE RODRIGUES;56.026.232/0001-73;18467-899;SITIO SANTO ANTONIO II, nº SN, CERRADO - ITARARE/SP;(15) 97532309;HARAS;0152102;0152102;SP;ITARARE;02;KAIKE FANTE RODRIGUES
RANCHO TIO BI;56.212.445/0001-90;68560-000;RODOVIA BR 158, nº S/N, RIACHAO BEIRA RIO, BALNEARIO - SANTANA DO ARAGUAIA/PA;(63) 84363633;CLUBE_HIPICO;9319199;9319199;PA;SANTANA DO ARAGUAIA;02;CT EQUESTRE LTDA
JENNIFER RUBIA DOS SANTOS XAVIER;56.956.175/0001-21;08640-670;ESTRADA DOS MORAES, nº 1705, CHACARAS MONTE CARLO - SUZANO/SP;(11) 99070203;HARAS;0152102;0152102;SP;SUZANO;02;JENNIFER RUBIA DOS SANTOS XAVIER
DANIEL ATILA DE BARROS BALBINO EQUINE REPRODUCTION LTDA;57.155.745/0001-47;93490-390;ESTRADA FRANCISCO WALDEMAR BOHRER, nº 1201, LOMBA GRANDE - NOVO HAMBURGO/RS;(32) 84666386;HARAS;0152102;0152102;RS;NOVO HAMBURGO;02;DANIEL ATILA DE BARROS BALBINO EQUINE REPRODUCTION LTDA
EVANDRO CORRAL MORALES;57.263.640/0001-01;15210-000;FAZENDA QUINTA DOM QUIXOTE, nº S/N, ZONA RURAL - NOVA ALIANCA/SP;(65) 99811311;HARAS;0152102;0152102;SP;NOVA ALIANCA;02;EVANDRO CORRAL MORALES
PABLO SOUZA DE VIVEIROS E OUTRA;52.264.845/0001-98;13829-899;AREA RURAL - NOVO RANCHO EMANUEL 1, nº SN, AREA RURAL DE HOLAMBRA - HOLAMBRA/SP;(19) 92185676;HARAS;0152102;0152102;SP;HOLAMBRA;02;PABLO SOUZA DE VIVEIROS E OUTRA
EQUITACAO OLIVEIRA;57.615.294/0001-83;30840-570;RUA MAJOR MESQUITA, nº 57, MANACAS - BELO HORIZONTE/MG;(31) 82007701;CENTRO_TREINAMENTO;8591100;8591100;MG;BELO HORIZONTE;02;JULIA OLIVEIRA AULAS DE EQUITACAO LTDA
HARAS MARINHO LTDA;57.696.228/0001-85;60140-060;AVENIDA HERACLITO GRACA, nº 300, SALA 3, CENTRO - FORTALEZA/CE;(85) 32524336;HARAS;0152102;0152102;CE;FORTALEZA;02;HARAS MARINHO LTDA
JOSIMARA RIBEIRO DE MENDONCA;07.952.514/0010-87;13337-200;ESTRADA MUNICIPAL JOSE COSTA DE MESQUITA, nº SN, HARAS MARMEN COLORADO, CHACARA ALVORADA - INDAIATUBA/SP;(16) 38823099;HARAS;0152102;0152102;SP;INDAIATUBA;02;JOSIMARA RIBEIRO DE MENDONCA
JM TREINAMENTOS;58.255.333/0001-41;13293-428;ESTRADA HELENA CARRIERO BIAGGIO, nº 709, ABADIA - LOUVEIRA/SP;(11) 95756646;HARAS;0152102;0152102;SP;LOUVEIRA;02;JM CENTRO DE TREINAMENTO DE EQUINOS LTDA
ROBERTO SAID BOUTROS;58.370.954/0001-76;16200-970;ESTANCIA CEDRO I, nº SN, BAIXOTES - BIRIGUI/SP;(17) 35561619;HARAS;0152102;0152102;SP;BIRIGUI;02;ROBERTO SAID BOUTROS
VF TREINAMENTO CONSULTORIA LTDA;58.459.205/0001-10;86819-000;RUA NS BOM CONSELHO, nº SN, LOTE RANCHO FARIA, VILA REIS - APUCARANA/PR;(19) 97222528;HARAS;0152102;0152102;PR;APUCARANA;02;VF TREINAMENTO CONSULTORIA LTDA
DANIEL SALVATORE DE FREITAS;48.284.183/0001-40;17109-899;ESTANCIA HARAS SANTO ANTONIO, nº S/N, ZONA RURAL - BAURU/SP;(14) 32373936;HARAS;0152102;0152102;SP;BAURU;02;DANIEL SALVATORE DE FREITAS
